Timestamp,Elapsed(s),Power(W),Fan(RPM),Temp_core0(C),Temp_core1(C),Temp_core2(C),Temp_core3(C),Temp_core4(C),Temp_core5(C),Temp_core6(C),Temp_core7(C)
19:28:51,1.0,40.19,1008,74.0,72.0,68.0,73.0,73.0,74.0,74.0,70.0
19:28:52,2.0,56.95,1008,74.0,72.0,68.0,73.0,73.0,74.0,74.0,70.0
19:28:53,3.0,74.79,1005,85.0,85.0,80.0,76.0,82.0,78.0,79.0,75.0
19:28:54,4.0,76.10,1009,85.0,85.0,80.0,76.0,82.0,78.0,79.0,75.0
19:28:55,5.0,76.06,1082,98.0,79.0,75.0,98.0,79.0,94.0,90.0,97.0
19:28:56,6.0,64.29,1178,98.0,79.0,75.0,98.0,79.0,94.0,90.0,97.0
19:28:57,7.0,61.21,1269,87.0,83.0,79.0,83.0,84.0,83.0,87.0,87.0
19:28:58,8.0,55.15,1354,87.0,83.0,79.0,83.0,84.0,83.0,87.0,87.0
19:28:59,9.0,55.51,1447,85.0,81.0,80.0,82.0,83.0,85.0,82.0,82.0
19:29:00,10.0,55.12,1534,85.0,81.0,80.0,82.0,83.0,85.0,82.0,82.0
19:29:01,11.0,55.53,1618,86.0,81.0,77.0,82.0,81.0,83.0,81.0,86.0
19:29:02,12.0,55.16,1712,86.0,81.0,77.0,82.0,81.0,83.0,81.0,86.0
19:29:03,13.0,55.42,1799,87.0,83.0,78.0,84.0,83.0,85.0,75.0,82.0
19:29:04,14.0,55.27,1889,87.0,83.0,78.0,84.0,83.0,85.0,75.0,82.0
19:29:05,15.0,55.37,1974,86.0,81.0,82.0,86.0,81.0,84.0,85.0,82.0
19:29:06,16.0,55.19,2063,86.0,81.0,82.0,86.0,81.0,84.0,85.0,82.0
19:29:07,17.0,55.38,2145,86.0,75.0,79.0,85.0,81.0,84.0,86.0,82.0
19:29:08,18.0,55.25,2239,86.0,75.0,79.0,85.0,81.0,84.0,86.0,82.0
19:29:09,19.0,55.32,2322,88.0,76.0,78.0,88.0,82.0,86.0,84.0,84.0
19:29:10,20.0,55.27,2402,88.0,76.0,78.0,88.0,82.0,86.0,84.0,84.0
19:29:11,21.0,55.36,2487,89.0,85.0,78.0,89.0,81.0,84.0,82.0,83.0
19:29:12,22.0,55.30,2534,89.0,85.0,78.0,89.0,81.0,84.0,82.0,83.0
19:29:13,23.0,55.24,2537,92.0,84.0,80.0,92.0,84.0,83.0,84.0,76.0
19:29:14,24.0,55.37,2550,92.0,84.0,80.0,92.0,84.0,83.0,84.0,76.0
19:29:15,25.0,55.26,2550,85.0,80.0,81.0,85.0,84.0,77.0,81.0,83.0
19:29:16,26.1,55.33,2562,85.0,80.0,81.0,85.0,84.0,77.0,81.0,83.0
19:29:17,27.1,55.21,2567,91.0,76.0,74.0,85.0,84.0,90.0,84.0,78.0
19:29:18,28.1,55.40,2581,91.0,76.0,74.0,85.0,84.0,90.0,84.0,78.0
19:29:19,29.1,55.23,2582,87.0,87.0,81.0,85.0,82.0,78.0,76.0,82.0
19:29:20,30.1,55.37,2598,87.0,87.0,81.0,85.0,82.0,78.0,76.0,82.0
19:29:21,31.1,55.20,2597,87.0,87.0,73.0,81.0,83.0,86.0,87.0,78.0
19:29:22,32.1,55.37,2612,87.0,87.0,73.0,81.0,83.0,86.0,87.0,78.0
19:29:23,33.1,55.29,2609,89.0,86.0,79.0,78.0,78.0,87.0,89.0,76.0
19:29:24,34.1,55.28,2632,89.0,86.0,79.0,78.0,78.0,87.0,89.0,76.0
19:29:25,35.1,55.39,2632,88.0,81.0,78.0,85.0,76.0,88.0,82.0,85.0
19:29:26,36.1,55.22,2626,88.0,81.0,78.0,85.0,76.0,88.0,82.0,85.0
19:29:27,37.1,55.31,2630,90.0,84.0,73.0,89.0,85.0,85.0,83.0,90.0
19:29:28,38.1,55.30,2631,90.0,84.0,73.0,89.0,85.0,85.0,83.0,90.0
19:29:29,39.1,55.41,2631,86.0,82.0,74.0,85.0,84.0,84.0,81.0,86.0
19:29:30,40.1,55.22,2644,86.0,82.0,74.0,85.0,84.0,84.0,81.0,86.0
19:29:31,41.1,55.34,2641,87.0,83.0,79.0,84.0,82.0,87.0,77.0,83.0
19:29:32,42.1,55.16,2657,87.0,83.0,79.0,84.0,82.0,87.0,77.0,83.0
19:29:33,43.1,55.46,2662,89.0,83.0,73.0,87.0,81.0,88.0,84.0,82.0
19:29:34,44.1,55.29,2677,89.0,83.0,73.0,87.0,81.0,88.0,84.0,82.0
19:29:35,45.1,55.26,2679,88.0,82.0,81.0,77.0,81.0,84.0,87.0,82.0
19:29:36,46.1,55.20,2691,88.0,82.0,81.0,77.0,81.0,84.0,87.0,82.0
19:29:37,47.1,55.44,2691,87.0,81.0,78.0,87.0,80.0,84.0,86.0,80.0
19:29:38,48.1,54.99,2693,87.0,81.0,78.0,87.0,80.0,84.0,86.0,80.0
19:29:39,49.1,55.52,2691,88.0,83.0,75.0,87.0,82.0,78.0,88.0,79.0
19:29:40,50.1,55.42,2691,88.0,83.0,75.0,87.0,82.0,78.0,88.0,79.0
19:29:41,51.1,55.25,2679,85.0,84.0,78.0,83.0,80.0,83.0,82.0,85.0
19:29:42,52.1,55.08,2675,85.0,84.0,78.0,83.0,80.0,83.0,82.0,85.0
19:29:43,53.1,55.49,2679,86.0,75.0,78.0,83.0,81.0,85.0,86.0,83.0
19:29:44,54.1,55.32,2675,86.0,75.0,78.0,83.0,81.0,85.0,86.0,83.0
19:29:45,55.1,55.21,2670,87.0,87.0,79.0,85.0,75.0,86.0,84.0,84.0
19:29:46,56.1,55.31,2661,87.0,87.0,79.0,85.0,75.0,86.0,84.0,84.0
