Timestamp,Elapsed(s),Power(W),Fan(RPM),Temp_core0(C),Temp_core1(C),Temp_core2(C),Temp_core3(C),Temp_core4(C),Temp_core5(C),Temp_core6(C),Temp_core7(C)
19:17:06,1.0,34.07,1018,60.0,53.0,53.0,60.0,53.0,59.0,51.0,67.0
19:17:07,2.0,32.57,1017,58.0,58.0,56.0,58.0,56.0,58.0,56.0,67.0
19:17:08,3.0,31.56,1018,77.0,75.0,67.0,76.0,70.0,77.0,69.0,70.0
19:17:09,4.0,40.41,1017,77.0,75.0,67.0,76.0,70.0,77.0,69.0,70.0
19:17:10,5.0,26.38,1018,60.0,59.0,57.0,59.0,58.0,60.0,57.0,59.0
19:17:11,6.0,38.76,1017,74.0,72.0,69.0,75.0,73.0,74.0,74.0,73.0
19:17:12,7.0,23.74,1018,74.0,72.0,69.0,75.0,73.0,74.0,74.0,73.0
19:17:13,8.0,25.34,1019,60.0,59.0,57.0,60.0,58.0,60.0,57.0,59.0
19:17:14,9.0,37.93,1017,60.0,72.0,69.0,73.0,72.0,74.0,73.0,72.0
19:17:15,10.0,23.45,1019,75.0,72.0,69.0,73.0,72.0,74.0,73.0,72.0
19:17:16,11.0,26.23,1020,60.0,59.0,58.0,59.0,58.0,60.0,57.0,60.0
19:17:17,12.0,41.31,1016,60.0,59.0,58.0,59.0,58.0,60.0,57.0,60.0
19:17:18,13.0,20.22,1018,60.0,59.0,58.0,59.0,58.0,60.0,57.0,59.0
19:17:19,14.0,26.41,1019,60.0,59.0,57.0,59.0,58.0,60.0,57.0,59.0
19:17:20,15.0,42.21,1017,75.0,72.0,65.0,72.0,73.0,73.0,73.0,71.0
19:17:21,16.0,19.27,1018,75.0,72.0,65.0,72.0,73.0,73.0,73.0,71.0
19:17:22,17.0,26.61,1019,60.0,59.0,58.0,60.0,58.0,60.0,58.0,60.0
19:17:23,18.0,43.38,1017,72.0,71.0,64.0,72.0,66.0,68.0,69.0,70.0
19:17:24,19.0,20.71,1019,72.0,71.0,64.0,72.0,66.0,60.0,59.0,61.0
19:17:25,20.1,24.15,1019,60.0,59.0,57.0,60.0,58.0,60.0,59.0,61.0
19:17:26,21.1,41.97,1016,68.0,65.0,62.0,67.0,64.0,68.0,65.0,65.0
19:17:27,22.1,22.34,1019,68.0,59.0,59.0,60.0,58.0,61.0,59.0,60.0
