Timestamp,Elapsed(s),Power(W),Fan(RPM),Temp_core0(C),Temp_core1(C),Temp_core2(C),Temp_core3(C),Temp_core4(C),Temp_core5(C),Temp_core6(C),Temp_core7(C)
17:21:18,1.0,7.96,1008,44.0,38.0,37.0,37.0,36.0,43.0,36.0,37.0
17:21:19,2.0,15.18,1007,38.0,36.0,36.0,37.0,37.0,38.0,36.0,35.0
17:21:20,3.0,8.34,1007,39.0,37.0,36.0,37.0,37.0,39.0,36.0,37.0
17:21:21,4.0,28.19,1001,44.0,43.0,42.0,43.0,44.0,44.0,42.0,42.0
17:21:22,5.0,3.46,1006,39.0,37.0,36.0,37.0,37.0,39.0,36.0,37.0
17:21:23,6.0,3.62,1007,39.0,37.0,36.0,37.0,37.0,39.0,36.0,37.0
17:21:24,7.0,29.30,1002,43.0,42.0,41.0,42.0,42.0,43.0,42.0,42.0
17:21:25,8.0,3.29,1007,39.0,37.0,37.0,38.0,37.0,39.0,37.0,37.0
17:21:26,9.0,3.23,1008,39.0,37.0,37.0,37.0,36.0,39.0,35.0,37.0
17:21:27,10.0,29.99,1003,42.0,40.0,39.0,41.0,40.0,42.0,39.0,41.0
17:21:28,11.0,3.37,1008,39.0,37.0,37.0,38.0,38.0,39.0,36.0,38.0
17:21:29,12.0,3.78,1008,48.0,48.0,38.0,39.0,38.0,47.0,47.0,47.0
17:21:30,13.0,25.27,1007,40.0,38.0,38.0,39.0,38.0,40.0,37.0,39.0
17:21:31,14.0,3.44,1009,38.0,37.0,37.0,38.0,37.0,38.0,37.0,38.0
17:21:32,15.1,16.27,1006,40.0,38.0,38.0,40.0,38.0,41.0,37.0,39.0
17:21:33,16.1,21.26,1004,42.0,40.0,40.0,40.0,41.0,42.0,40.0,40.0
17:21:34,17.1,7.96,1006,39.0,38.0,37.0,39.0,38.0,39.0,37.0,39.0
17:21:35,18.1,12.96,1007,55.0,42.0,48.0,52.0,55.0,54.0,52.0,51.0
17:21:36,19.1,15.16,1007,55.0,42.0,38.0,39.0,38.0,39.0,37.0,39.0
17:21:37,20.1,9.24,1007,39.0,38.0,38.0,38.0,38.0,39.0,36.0,38.0
17:21:38,21.1,24.95,1002,54.0,38.0,38.0,38.0,38.0,39.0,36.0,38.0
17:21:39,22.1,7.57,1007,51.0,40.0,40.0,42.0,41.0,51.0,39.0,42.0
17:21:40,23.1,6.96,1007,39.0,38.0,38.0,39.0,38.0,39.0,36.0,40.0
17:21:41,24.1,23.29,1005,42.0,40.0,40.0,41.0,41.0,42.0,39.0,41.0
17:21:42,25.1,3.40,1007,42.0,40.0,40.0,40.0,38.0,49.0,37.0,39.0
17:21:43,26.1,17.95,1005,55.0,41.0,45.0,40.0,38.0,49.0,37.0,39.0
17:21:44,27.1,5.67,1007,39.0,38.0,38.0,39.0,38.0,39.0,37.0,39.0
17:21:45,28.1,22.18,1005,41.0,39.0,39.0,40.0,39.0,41.0,38.0,40.0
17:21:46,29.1,8.56,1006,41.0,39.0,39.0,39.0,38.0,41.0,37.0,40.0
17:21:47,30.1,28.91,1004,43.0,42.0,42.0,43.0,42.0,44.0,42.0,42.0
17:21:48,31.1,7.02,1007,52.0,41.0,41.0,42.0,39.0,52.0,39.0,42.0
17:21:49,32.1,6.41,1007,40.0,38.0,38.0,39.0,38.0,39.0,37.0,39.0
17:21:50,33.1,26.41,1006,42.0,40.0,40.0,41.0,40.0,42.0,39.0,41.0
17:21:51,34.1,9.74,1005,43.0,40.0,40.0,42.0,40.0,43.0,40.0,41.0
17:21:52,35.1,7.34,1007,43.0,40.0,40.0,42.0,40.0,43.0,40.0,41.0
17:21:53,36.1,23.64,1007,41.0,39.0,40.0,40.0,39.0,41.0,39.0,40.0
17:21:54,37.1,9.44,1007,41.0,39.0,39.0,40.0,39.0,41.0,38.0,40.0
17:21:55,38.1,15.33,1004,43.0,42.0,42.0,43.0,43.0,42.0,41.0,41.0
17:21:56,39.1,11.31,1006,43.0,42.0,42.0,43.0,43.0,42.0,41.0,41.0
17:21:57,40.1,13.70,1007,41.0,39.0,39.0,40.0,39.0,41.0,38.0,40.0
17:21:58,41.1,10.65,1007,57.0,55.0,42.0,57.0,49.0,56.0,40.0,55.0
17:21:59,42.1,21.28,1007,41.0,39.0,40.0,40.0,39.0,41.0,38.0,40.0
17:22:00,43.1,9.74,1007,41.0,39.0,40.0,40.0,39.0,41.0,39.0,41.0
17:22:01,44.2,20.86,1004,58.0,46.0,53.0,54.0,57.0,58.0,46.0,44.0
17:22:02,45.2,10.11,1007,58.0,46.0,53.0,54.0,57.0,58.0,46.0,44.0
17:22:03,46.2,9.37,1007,41.0,39.0,39.0,40.0,39.0,40.0,38.0,40.0
17:22:04,47.2,27.21,1003,61.0,47.0,45.0,46.0,45.0,61.0,44.0,40.0
17:22:05,48.2,4.91,1008,57.0,40.0,41.0,41.0,41.0,57.0,39.0,42.0
17:22:06,49.2,8.08,1007,57.0,40.0,41.0,41.0,41.0,40.0,38.0,40.0
17:22:07,50.2,23.52,1005,43.0,40.0,41.0,41.0,41.0,42.0,40.0,41.0
17:22:08,51.2,8.88,1007,43.0,40.0,41.0,41.0,40.0,43.0,40.0,42.0
17:22:09,52.2,13.23,1007,42.0,41.0,41.0,41.0,41.0,42.0,40.0,41.0
17:22:10,53.2,27.25,1003,45.0,44.0,44.0,44.0,44.0,45.0,43.0,44.0
17:22:11,54.2,4.89,1008,42.0,39.0,40.0,40.0,39.0,41.0,39.0,41.0
17:22:12,55.2,9.09,1007,41.0,39.0,39.0,40.0,39.0,40.0,38.0,40.0
17:22:13,56.2,26.13,1006,43.0,40.0,41.0,42.0,41.0,43.0,40.0,42.0
17:22:14,57.2,3.51,1008,41.0,39.0,39.0,40.0,39.0,41.0,38.0,40.0
17:22:15,58.2,11.09,1007,41.0,39.0,39.0,40.0,39.0,41.0,38.0,40.0
17:22:16,59.2,26.45,1007,42.0,40.0,40.0,40.0,40.0,42.0,40.0,41.0
17:22:17,60.2,3.58,1008,41.0,39.0,40.0,40.0,39.0,40.0,38.0,40.0
17:22:18,61.2,24.00,1004,59.0,58.0,45.0,48.0,49.0,58.0,48.0,47.0
17:22:19,62.2,7.22,1007,41.0,40.0,40.0,40.0,39.0,40.0,39.0,40.0
17:22:20,63.2,3.68,1008,41.0,40.0,40.0,40.0,39.0,40.0,39.0,40.0
17:22:21,64.2,17.77,1007,41.0,40.0,40.0,40.0,39.0,41.0,39.0,41.0
17:22:22,65.2,20.77,1006,42.0,41.0,41.0,42.0,41.0,42.0,40.0,41.0
17:22:23,66.2,6.14,1007,41.0,40.0,39.0,40.0,39.0,41.0,39.0,41.0
17:22:24,67.2,28.16,1002,49.0,46.0,45.0,48.0,47.0,49.0,46.0,47.0
17:22:25,68.2,3.56,1007,42.0,40.0,40.0,40.0,40.0,42.0,39.0,41.0
17:22:26,69.2,3.43,1008,42.0,40.0,40.0,40.0,40.0,42.0,39.0,41.0
17:22:27,70.2,31.11,1004,45.0,42.0,42.0,43.0,43.0,45.0,42.0,43.0
17:22:28,71.2,3.39,1008,42.0,39.0,40.0,40.0,39.0,42.0,39.0,41.0
17:22:29,72.2,7.12,1007,51.0,40.0,42.0,42.0,42.0,44.0,41.0,51.0
17:22:30,73.2,26.24,1006,42.0,41.0,41.0,42.0,41.0,43.0,40.0,42.0
17:22:31,74.3,3.52,1008,41.0,39.0,40.0,40.0,39.0,41.0,39.0,40.0
17:22:32,75.3,14.02,1006,53.0,41.0,43.0,43.0,42.0,44.0,42.0,53.0
