Timestamp,Elapsed(s),Power(W),Fan(RPM),Temp_core0(C),Temp_core1(C),Temp_core2(C),Temp_core3(C),Temp_core4(C),Temp_core5(C),Temp_core6(C),Temp_core7(C)
19:35:34,1.0,48.17,1021,57.0,48.0,50.0,57.0,47.0,49.0,49.0,50.0
19:35:35,2.0,79.07,1017,80.0,78.0,74.0,79.0,77.0,80.0,70.0,67.0
19:35:36,3.0,80.81,1017,80.0,78.0,74.0,79.0,77.0,80.0,70.0,67.0
19:35:37,4.0,80.61,1018,90.0,70.0,67.0,90.0,85.0,81.0,77.0,87.0
19:35:38,5.0,80.82,1018,90.0,70.0,67.0,90.0,85.0,81.0,77.0,87.0
19:35:39,6.0,81.28,1078,90.0,85.0,79.0,83.0,80.0,90.0,87.0,81.0
19:35:40,7.0,81.35,1171,90.0,85.0,79.0,83.0,80.0,90.0,87.0,81.0
19:35:41,8.0,82.05,1255,86.0,84.0,85.0,85.0,82.0,86.0,84.0,84.0
19:35:42,9.0,80.48,1342,86.0,84.0,85.0,85.0,82.0,86.0,84.0,84.0
19:35:43,10.0,81.02,1430,86.0,84.0,82.0,86.0,81.0,86.0,84.0,86.0
19:35:44,11.0,82.09,1516,86.0,84.0,82.0,86.0,81.0,86.0,84.0,86.0
19:35:45,12.0,81.41,1604,91.0,85.0,78.0,91.0,87.0,87.0,85.0,89.0
19:35:46,13.0,65.81,1699,91.0,85.0,78.0,91.0,87.0,87.0,85.0,89.0
19:35:47,14.0,61.93,1786,82.0,80.0,80.0,80.0,77.0,82.0,80.0,82.0
19:35:48,15.0,61.84,1876,82.0,80.0,80.0,80.0,77.0,82.0,80.0,82.0
19:35:49,16.0,61.82,1962,85.0,85.0,78.0,80.0,78.0,78.0,79.0,80.0
19:35:50,17.0,61.86,1995,85.0,85.0,78.0,80.0,78.0,78.0,79.0,80.0
19:35:51,18.0,64.36,1999,87.0,83.0,71.0,81.0,79.0,85.0,87.0,81.0
19:35:52,19.0,65.12,2015,87.0,83.0,71.0,81.0,79.0,85.0,87.0,81.0
19:35:53,20.0,65.04,2032,87.0,82.0,79.0,82.0,79.0,86.0,87.0,87.0
19:35:54,21.0,64.98,2109,87.0,82.0,79.0,82.0,79.0,86.0,87.0,87.0
19:35:55,22.0,65.14,2195,87.0,83.0,77.0,82.0,79.0,79.0,84.0,87.0
19:35:56,23.0,64.99,2267,87.0,83.0,77.0,82.0,79.0,79.0,84.0,87.0
19:35:57,24.0,65.17,2288,87.0,79.0,76.0,83.0,84.0,87.0,81.0,86.0
19:35:58,25.0,64.89,2296,87.0,79.0,76.0,83.0,84.0,87.0,81.0,86.0
19:35:59,26.1,65.19,2317,90.0,82.0,78.0,90.0,84.0,81.0,83.0,85.0
19:36:00,27.1,64.94,2359,90.0,82.0,78.0,90.0,84.0,81.0,83.0,85.0
19:36:01,28.1,65.05,2383,90.0,84.0,78.0,90.0,81.0,85.0,81.0,77.0
19:36:02,29.1,65.15,2415,90.0,84.0,78.0,90.0,81.0,85.0,81.0,77.0
19:36:03,30.1,65.03,2428,88.0,82.0,78.0,88.0,82.0,86.0,75.0,87.0
19:36:04,31.1,65.13,2439,88.0,82.0,78.0,88.0,82.0,86.0,75.0,87.0
19:36:05,32.1,64.94,2465,86.0,82.0,84.0,76.0,81.0,86.0,82.0,84.0
19:36:06,33.1,65.18,2498,86.0,82.0,84.0,76.0,81.0,86.0,82.0,84.0
19:36:07,34.1,65.12,2500,86.0,84.0,80.0,83.0,84.0,84.0,82.0,83.0
19:36:08,35.1,65.01,2525,86.0,84.0,80.0,83.0,84.0,84.0,82.0,83.0
19:36:09,36.1,65.11,2536,86.0,83.0,81.0,84.0,84.0,83.0,83.0,83.0
19:36:10,37.1,65.03,2571,86.0,83.0,81.0,84.0,84.0,83.0,83.0,83.0
19:36:11,38.1,64.99,2594,87.0,87.0,75.0,84.0,75.0,85.0,83.0,87.0
19:36:12,39.1,64.94,2599,87.0,87.0,75.0,84.0,75.0,85.0,83.0,87.0
19:36:13,40.1,65.31,2641,89.0,85.0,81.0,86.0,85.0,86.0,83.0,89.0
19:36:14,41.1,65.02,2653,89.0,85.0,81.0,86.0,85.0,86.0,83.0,89.0
19:36:15,42.1,65.02,2660,93.0,76.0,77.0,93.0,81.0,86.0,83.0,89.0
19:36:16,43.1,65.16,2673,93.0,76.0,77.0,93.0,81.0,86.0,83.0,89.0
19:36:17,44.1,65.00,2693,89.0,89.0,79.0,89.0,80.0,86.0,87.0,77.0
19:36:18,45.1,65.01,2698,89.0,89.0,79.0,89.0,80.0,86.0,87.0,77.0
19:36:19,46.1,65.16,2714,90.0,87.0,78.0,89.0,82.0,81.0,90.0,84.0
19:36:20,47.1,64.92,2721,90.0,87.0,78.0,89.0,82.0,81.0,90.0,84.0
19:36:21,48.1,65.07,2730,88.0,87.0,78.0,80.0,83.0,88.0,88.0,83.0
19:36:22,49.1,65.14,2767,88.0,87.0,78.0,80.0,83.0,88.0,88.0,83.0
19:36:23,50.1,65.05,2799,91.0,84.0,78.0,80.0,82.0,86.0,84.0,91.0
19:36:24,51.1,65.11,2809,91.0,84.0,78.0,80.0,82.0,86.0,84.0,91.0
