Timestamp,Elapsed(s),Power(W),Fan(RPM),Temp_core0(C),Temp_core1(C),Temp_core2(C),Temp_core3(C),Temp_core4(C),Temp_core5(C),Temp_core6(C),Temp_core7(C)
19:22:51,1.0,34.87,1006,70.0,70.0,65.0,70.0,70.0,70.0,67.0,70.0
19:22:52,2.0,32.94,1007,70.0,70.0,65.0,70.0,70.0,70.0,67.0,70.0
19:22:53,3.0,42.48,1006,62.0,61.0,60.0,62.0,60.0,62.0,61.0,62.0
19:22:54,4.0,35.67,1008,62.0,61.0,60.0,62.0,60.0,62.0,61.0,62.0
19:22:55,5.0,33.74,1008,63.0,62.0,61.0,62.0,61.0,63.0,61.0,63.0
19:22:56,6.0,35.84,1007,75.0,74.0,69.0,73.0,71.0,75.0,71.0,73.0
19:22:57,7.0,34.09,1006,75.0,74.0,69.0,73.0,71.0,75.0,71.0,73.0
19:22:58,8.0,35.41,1007,64.0,63.0,62.0,63.0,62.0,64.0,63.0,64.0
19:22:59,9.0,32.03,1007,76.0,74.0,72.0,76.0,73.0,75.0,74.0,75.0
19:23:00,10.0,33.73,1008,76.0,74.0,72.0,76.0,73.0,75.0,74.0,75.0
19:23:01,11.0,38.86,1007,66.0,65.0,63.0,65.0,64.0,66.0,65.0,66.0
19:23:02,12.0,33.76,1008,66.0,65.0,63.0,65.0,64.0,66.0,65.0,66.0
19:23:03,13.0,33.81,1008,65.0,64.0,62.0,64.0,62.0,65.0,63.0,64.0
19:23:04,14.0,36.60,1007,74.0,73.0,69.0,74.0,72.0,74.0,73.0,73.0
19:23:05,15.0,34.59,1008,74.0,73.0,69.0,74.0,72.0,74.0,73.0,73.0
19:23:06,16.0,32.09,1008,66.0,66.0,63.0,66.0,64.0,66.0,65.0,66.0
19:23:07,17.0,36.39,1006,66.0,66.0,63.0,66.0,64.0,66.0,65.0,66.0
19:23:08,18.0,30.47,1008,67.0,66.0,63.0,67.0,64.0,66.0,65.0,67.0
19:23:09,19.0,36.84,1008,67.0,66.0,63.0,67.0,64.0,66.0,65.0,67.0
19:23:10,20.0,42.78,1006,80.0,78.0,74.0,80.0,77.0,79.0,78.0,78.0
19:23:11,21.0,29.47,1009,80.0,78.0,74.0,80.0,77.0,79.0,78.0,78.0
19:23:12,22.1,37.86,1006,68.0,67.0,64.0,68.0,65.0,68.0,66.0,67.0
19:23:13,23.1,38.48,1006,68.0,67.0,64.0,68.0,65.0,68.0,66.0,67.0
19:23:14,24.1,30.35,1007,68.0,67.0,65.0,68.0,66.0,68.0,66.0,68.0
19:23:15,25.1,38.31,1005,70.0,68.0,66.0,70.0,68.0,70.0,69.0,70.0
19:23:16,26.1,31.96,1008,70.0,68.0,66.0,70.0,68.0,70.0,69.0,70.0
19:23:17,27.1,31.76,1008,68.0,66.0,64.0,67.0,65.0,68.0,66.0,67.0
19:23:18,28.1,37.64,1006,68.0,66.0,64.0,67.0,65.0,68.0,66.0,67.0
19:23:19,29.1,29.10,1008,71.0,69.0,67.0,70.0,68.0,70.0,69.0,71.0
19:23:20,30.1,38.00,1006,71.0,69.0,67.0,70.0,68.0,70.0,69.0,71.0
19:23:21,31.1,30.82,1008,78.0,76.0,74.0,78.0,76.0,78.0,76.0,78.0
19:23:22,32.1,34.28,1008,78.0,76.0,74.0,78.0,76.0,78.0,76.0,78.0
19:23:23,33.1,37.48,1006,79.0,77.0,73.0,79.0,75.0,78.0,77.0,78.0
19:23:24,34.1,29.26,1007,79.0,77.0,73.0,79.0,75.0,78.0,77.0,78.0
19:23:25,35.1,39.52,1007,74.0,74.0,69.0,72.0,71.0,73.0,71.0,73.0
19:23:26,36.1,35.94,1007,74.0,74.0,69.0,72.0,71.0,73.0,71.0,73.0
19:23:27,37.1,30.67,1007,67.0,66.0,64.0,67.0,64.0,66.0,66.0,67.0
19:23:28,38.1,39.82,1007,67.0,66.0,64.0,67.0,64.0,66.0,66.0,67.0
19:23:29,39.1,34.18,1007,79.0,77.0,75.0,79.0,77.0,79.0,78.0,78.0
19:23:30,40.1,30.78,1006,79.0,77.0,75.0,79.0,77.0,79.0,78.0,78.0
19:23:31,41.1,40.30,1005,80.0,76.0,73.0,80.0,75.0,78.0,79.0,77.0
19:23:32,42.1,31.74,1008,80.0,76.0,73.0,80.0,75.0,78.0,79.0,77.0
19:23:33,43.1,33.69,1006,68.0,67.0,64.0,68.0,65.0,68.0,67.0,67.0
19:23:34,44.1,41.35,1005,68.0,67.0,64.0,68.0,65.0,68.0,67.0,67.0
19:23:35,45.1,27.47,1007,68.0,66.0,64.0,67.0,65.0,68.0,65.0,68.0
19:23:36,46.1,38.00,1005,68.0,66.0,64.0,67.0,65.0,68.0,65.0,68.0
19:23:37,47.1,35.21,1007,81.0,78.0,75.0,81.0,77.0,79.0,78.0,80.0
19:23:38,48.1,29.63,1008,81.0,78.0,75.0,81.0,66.0,67.0,67.0,67.0
